"","2","6","10","19","80","91"
"1",0,-1.34263757689228,0.758619716741364,0,2.03024041990975,0
"2",0,-11.4511087304453,3.14258692530124,0,0,0
"3",0,0,0,0,0,0
"4",0,0,0,0,2.64732302875452,3.83574627953315
"5",0,0,0,0,0,0
"6",-0.359199539395695,0,-2.33434559482441,0,0,0
"7",0,0,0,0,0,0
"8",0,0,0,0,0,3.81621056109886
"9",0,0,0,0,-3.61580677922169,0
"10",-1.90370287861679,0,0,-2.34453654783537,0,0
"11",0,0,0,0,0,0
"12",-0.361928691145541,2.82047604427156,0,0,0,0
"13",0,0,0,-0.739851826247964,0,0
"14",0,7.91839448088687,0,0,0,0
"15",0,0,0,0,0,0
"16",0,0,0,0,0,0
"17",0,0,0,0,0,-0.423799014679082
"18",0,-8.75632256802314,0,0,4.39144694561679,0
"19",0,0,0,0,0,0
"20",0,-0.749793203077795,0,0,0,0
"21",0,-2.82225664561409,0,0,0,0
"22",0,-1.51765067335072,0,0,0,0
"23",0,-5.81918463533158,0,0,0,0
"24",0,0,0,0,0,0
"25",0,0,0,-0.821462907241919,0,0
"26",0,-3.14892406621554,0,0,0,0
"27",-1.07986336835086,0,0,1.132232658068,0,1.33620255424465
"28",0,0,-2.95144290878843,-2.74293968371101,0,0
"29",1.78597082419733,0,0,0,-3.95890842232103,-4.06523311590324
"30",0,-0.543088068771846,0,1.41579993348199,0,2.32681653352301
"31",0,0,0,-1.88524786337858,0,0
"32",0.692953061764355,0,0,0,0,0
"33",0,8.19774640996521,-0.367063593323621,0,0,-7.51367744084812
"34",0,0,0,6.94180481187354,0,0
"35",0,1.03330316545281,1.8263387409232,3.33570790266222,0,0
"36",-2.11423859814177,0,6.94225638123049,0.709670161427925,0,0
"37",0,0,0,0,0,2.70244780246993
"38",1.33488781268136,0,0,2.49013009960289,0,0
"39",0,0,0,0,0,2.61759315000493
"40",0,0,0,0,0,0
"41",0,0,0,0,0,10.5750153193407
"42",0,0,0,0,0,-0.528641301821328
"43",0,0,0,0,0,0
"44",-3.81357703574572,-5.01475098595769,0.378239962730548,0,0,0
"45",0,-4.82857599267096,0,-3.47236407838945,0,0
"46",0.43914390155809,0,0,0.648650605523024,0,0
"47",0,0,2.05024717460978,0,0,-1.02215362369173
"48",0,0,0,-0.802767967684104,0,0
"49",0,0,0,0,-0.635461499115429,0
"50",0,0.114590135787932,0,0,0,-2.94315365858677
"51",0,0.505916264000689,0,0,3.00086703052562,0
"52",0,0,-0.851863976713829,0,-5.82014551765723,0
"53",7.89507500358248,-0.578702334225397,-7.14398688147358,0,0,0
"54",-0.322002394898425,0,0,0,0,4.11127073679563
"55",-10.2264718402601,0,0,0,0,0
"56",0,0.891550809448478,0,0,0,0
"57",0,0,0,0,0,0
"58",0,-0.24891178899576,0,0,0,0
"59",0.571888940736653,0,0,0,0,0
"60",-2.60131797756892,0,0,0,0,0
"61",0,0,0,0,1.66993779256229,3.717263896677
"62",0,0,0,0,0,0
"63",0,12.6322683925449,2.01840063154654,0,8.58499997650011,0
"64",0,1.19182239115531,0,0,0,-5.77090437932571
"65",0.953792687238592,-0.652991023748663,-9.18198513338699,0,0,5.18236669236241
"66",0,0,0,0,0,0
"67",0,0,1.52443081690298,1.15788209407005,0,0
"68",0,0,0,0,0,0
"69",0,0,0,0,0,0
"70",0,1.9183255000534,0,0,-5.21380438873373,0
"71",0,0,0,0,0,0
"72",0,0,0,0,0,0
"73",0,0,0.376964780094995,0,0,0
"74",0.109810372303582,0,5.16174737154087,0,0,0
"75",0,0,0,0,0,0
"76",-1.18106976210637,0,0,0,0,0
"77",0,0,0,-5.93849733027306,0,0
"78",-4.81568520702405,0,-1.91353457614511,0,0,-4.95507131136151
"79",0,0,0,0,0,0
"80",0,0,0,-3.00948623627326,-1.51771516832242,-3.99551354139131
"81",0,0,0,0,0,0
"82",0,0,0,-1.67539852722279,6.90629260505642,0
"83",0,0,0,0,0,0
"84",5.45609177898434,5.41388436568079,0,0,0,-1.06875645868023
"85",0,0,0,0,0,0
"86",-5.07196833875342,0,0,0,0,0
"87",0,0,-7.9920654312026,0,0,0
"88",5.10123470308541,0,0,0,0,0
"89",0,0,3.32704488920529,5.31020695240725,0,0
"90",0,0,0,-0.479156242055526,0,-4.95641359853645
"91",0,0,0,0,0,0
"92",0,0,0,0.955752000319821,-4.93781433184994,0
"93",0,-1.22582693164451,-6.13183517098726,0,0,0
"94",0,0,0,0,0,0
"95",0,0.0599068341134063,0.545477274686269,-6.07647949957699,0,0
"96",0,3.53733033753125,0,0,0,0
"97",0,0,0,0,2.28677923691981,0
"98",0,0,0,0,0,-0.140321736106359
"99",0,0,0,0,0,0
"100",0,0,0,0,0,0
"102",0,0,0,0,0,0
"103",0,0,0,0,0,0
"104",0,0,0,0,0,0
"105",0,0,0,0,0,0
"105",0,0,0,0,0,0
"106",0,0,0,0,0,0
"107",0,0,0,0,0,0
"108",0,0,0,0,0,0
"109",0,0,0,0,0,0
"110",0,0,0,0,0,0
